V,R,H,iN,lD,lP,lV,lH,lR,lM,mN,mV,mH,mR,mM,kP,kV,kH,kR,hP,hD,hR,mP,mD,aNP,aDV,aPH,aR,Neq,Deq,Peq,Veq,Heq,Req
1,1,1,1e3,0.1,0.1,0.1,0.1,0.1,0.1,0.01,2,1,0.1,0.5,5e3,250,60,25,1,1,1,0.795105,0.0095586,1.15386e-4,3.34667e-5,0.001512,0.002,35e3,3e5,4e3,200,50,20
