iN,lD,lP,lV,lH,lR,lM,mP0,mN,mV0,mH0,mR0,mV,mH,mR,mM,mP,mD,aM,aNP,aDV,aPH,aR,hN,hD,hP,hVHM
10,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.0242023,2.36009,0.4,0.007872239999999999,0.03166666666666666,0.011875,0.125,0.5081145900023374,2.1052631578947367,2.1052631578947367,2.6666666666666665
